category,d_description_en
6_industrial_products_and_services,Multifonction machine photocopier
6_industrial_products_and_services,Sound measuring apparatus or decibel meter
6_industrial_products_and_services,1179 misc manufacturd prds - military service medals
6_industrial_products_and_services,"1179 misc manufacturd prds - wreaths, poppies, and ribbons"
6_industrial_products_and_services,Shredders
6_industrial_products_and_services,Rental of machinery and equipment
6_industrial_products_and_services,Other equipment - software
6_industrial_products_and_services,Other equipment - harddrive
6_industrial_products_and_services,"Miscellaneous manufactured products - wreaths, poppies and robbins"
6_industrial_products_and_services,Re-configuration of moveable walls
6_industrial_products_and_services,Shelving and installation
6_industrial_products_and_services,Freight elevators -repair
6_industrial_products_and_services,Repair of other equipment
6_industrial_products_and_services,1179 misc manufacturd prds
6_industrial_products_and_services,0665 other equipment - security equipment
6_industrial_products_and_services,Ergonomic requirements - courtrooms
6_industrial_products_and_services,"Replacement, and install to fit, speak-thru communicators"
6_industrial_products_and_services,Security fobs - toronto
6_industrial_products_and_services,"Inorganic and organic chemicals, including plastic"
6_industrial_products_and_services,Tools & implements
6_industrial_products_and_services,Aircraft interface electronics
6_industrial_products_and_services,Automated external defibrillators aed or hard paddles
6_industrial_products_and_services,Card reader - parts and install
6_industrial_products_and_services,Security cameras - kent
6_industrial_products_and_services,Walk through metal detector units
6_industrial_products_and_services,1179 - miscellaneous mfg articles
6_industrial_products_and_services,1179 misc manufactured prds - license agreement
6_industrial_products_and_services,1151 - uniforms
6_industrial_products_and_services,Install security fob system
6_industrial_products_and_services,Installation for consolidation of alarm monitoring
6_industrial_products_and_services,Alarm monitoring
6_industrial_products_and_services,Safety & sanitation equipment & parts
6_industrial_products_and_services,"Valve, gate, non-powered"
6_industrial_products_and_services,General hardware
6_industrial_products_and_services,Miscellaneous construction equipment - leasing
6_industrial_products_and_services,"Heaters, gas or oil, rentals"
6_industrial_products_and_services,"Buildings, prefabricated, wood"
6_industrial_products_and_services,Steel strip
6_industrial_products_and_services,Sprayer
6_industrial_products_and_services,"Cameras, motion picture - repair"
6_industrial_products_and_services,"Plastics, fabricated materials"
6_industrial_products_and_services,Abrasive materials
6_industrial_products_and_services,"Boots, combat"
6_industrial_products_and_services,Refrigeration and air conditioning components - repair
6_industrial_products_and_services,Bending and forming machines
6_industrial_products_and_services,Envelopes
6_industrial_products_and_services,"Concrete, ready-mix"
6_industrial_products_and_services,"Valve, gate, powered"
6_industrial_products_and_services,"Filter, fluid, water purification"
6_industrial_products_and_services,"Batteries, dry, lithium"
6_industrial_products_and_services,"Valves, regulating fluid pressure and temperature, non-powered"
6_industrial_products_and_services,Heaters
6_industrial_products_and_services,"Generators and generator sets, electrical - rental"
6_industrial_products_and_services,Miscellaneous electric power and distribution equipment - repair
6_industrial_products_and_services,"Maintenance and repair shop specialized equipment, miscellaneous"
6_industrial_products_and_services,"Heaters, water, gas or oil (domestic)"
6_industrial_products_and_services,"Indicator, liquid level"
6_industrial_products_and_services,Water testing kits
6_industrial_products_and_services,"Valve, ball, non-powered"
6_industrial_products_and_services,"Motors, outboard"
6_industrial_products_and_services,"Hose, pipe, tube, lubrication, and railing fittings"
6_industrial_products_and_services,Manual presses
6_industrial_products_and_services,Navigational instruments - production design
6_industrial_products_and_services,Kitchen hand tools and utensils
6_industrial_products_and_services,Cutlery and flatware
6_industrial_products_and_services,"Machine tools, miscellaneous"
6_industrial_products_and_services,Space heating equipment and domestic water heaters - rental
6_industrial_products_and_services,Trailers - rental
6_industrial_products_and_services,"Sets, kits, and outfits of hand tools"
6_industrial_products_and_services,"Transformers,distribution and power station - rental"
6_industrial_products_and_services,"Chlorine, liquid"
6_industrial_products_and_services,"Pipe, tube and rigid tubing"
6_industrial_products_and_services,"Boxes, cartons and crates"
6_industrial_products_and_services,Preservative and sealing compounds
6_industrial_products_and_services,"Cabinets, lockers, bins and shelving - repair"
6_industrial_products_and_services,"Post, metal signs, u channel and telescopic type"
6_industrial_products_and_services,"Gloves (clothing, special purpose)"
6_industrial_products_and_services,"Night vision equipment, emitted and reflected radiation - repair"
6_industrial_products_and_services,Badges and insignia
6_industrial_products_and_services,"Grating, metal"
6_industrial_products_and_services,Athletic and sporting equipment
6_industrial_products_and_services,Chillers (industrial)
6_industrial_products_and_services,"Sets, kits and outfits, food preparation and serving"
6_industrial_products_and_services,Materials handling equipment/non self propelled - leasing
6_industrial_products_and_services,"Aggregate, construction, fire clay, crushed"
6_industrial_products_and_services,"Bag, plastic"
6_industrial_products_and_services,"Hand tools, power-driven"
6_industrial_products_and_services,Combat ration components (replaced by gsin n8970za)
6_industrial_products_and_services,Nonelectrical lighting fixtures
6_industrial_products_and_services,"Paints, dopes, varnishes and related products"
6_industrial_products_and_services,"Tool box portable, metal"
6_industrial_products_and_services,Drums and cans
6_industrial_products_and_services,"Pest, disease and frost control equipment - repair"
6_industrial_products_and_services,Security control systems - installation and repair
6_industrial_products_and_services,"Tents and tarpaulins, repairs"
6_industrial_products_and_services,Precast concrete products
6_industrial_products_and_services,"Drill bits, counterbores and countersinks, hand and machine"
6_industrial_products_and_services,"Lugs, terminals and terminal strips"
6_industrial_products_and_services,"Doors, steel"
6_industrial_products_and_services,Camping equipment
6_industrial_products_and_services,Air handling units (industrial)
6_industrial_products_and_services,Food preparation and serving equipement
6_industrial_products_and_services,"Machine tools, portable - repair"
6_industrial_products_and_services,"Springs, extension and compression"
6_industrial_products_and_services,Metal finishing equipment
6_industrial_products_and_services,"Electrical and electronic assemblies, boards, cards, and associated hardware - repair"
6_industrial_products_and_services,"Racks, bicycle"
6_industrial_products_and_services,"Targets, n.e.s."
6_industrial_products_and_services,Individual equipment - repair
6_industrial_products_and_services,"Compressors, portable"
6_industrial_products_and_services,Electronic identification devices - rfid
6_industrial_products_and_services,Outerwear
6_industrial_products_and_services,"Plate, sheet, strip, foil and leaf"
6_industrial_products_and_services,"Plates, sheet, strip and foil, nonferrous base metal"
6_industrial_products_and_services,Bags and sacks
6_industrial_products_and_services,"Tool box, portable"
6_industrial_products_and_services,Test equipment and inspection gages
6_industrial_products_and_services,Tools and attachments for woodworking machinery - rental
6_industrial_products_and_services,"Combat, assault, and tactical vehicles, tracked - repair"
6_industrial_products_and_services,"Repainting and refinishing, small aircraft"
6_industrial_products_and_services,"Coating system, polyurethane for aerospace application"
6_industrial_products_and_services,Millwork
6_industrial_products_and_services,"Welding equipment, miscellaneous"
6_industrial_products_and_services,"Fittings for rope, cable and chain"
6_industrial_products_and_services,"Radiators, steam and hot water (domestic)"
6_industrial_products_and_services,"Compressors, reciprocating, power driven, air conditioning equipment (industrial) except marine, armoured fighting vehicles and aircraft"
6_industrial_products_and_services,Floor polishers and vacuum cleaning equipment - repair
6_industrial_products_and_services,Cleaning and polishing compounds and preparations
6_industrial_products_and_services,"Vehicular power transmission components, armoured fighting vehicle, s.m.p."
6_industrial_products_and_services,"Electronic message signs (led,lcd,etc.)"
6_industrial_products_and_services,"Gas generating and dispensing systems, fixed or mobile - repair"
6_industrial_products_and_services,"Dental instruments, equipment, and supplies - installation"
6_industrial_products_and_services,"Brass instruments (horns, bugles, trumpets, etc)"
6_industrial_products_and_services,Tools and hardware boxes
6_industrial_products_and_services,Screws
6_industrial_products_and_services,Musical instruments
6_industrial_products_and_services,Medical equipment surgical/diagnostic and accessories
6_industrial_products_and_services,Cutting tools for machine tools
6_industrial_products_and_services,"Mounters and demounters, tire"
6_industrial_products_and_services,Air conditioning equipment - repair and overhaul
6_industrial_products_and_services,Flags and pennants
6_industrial_products_and_services,Collective modular support system
6_industrial_products_and_services,"Connectors, electrical"
6_industrial_products_and_services,"Insulation, thermal"
6_industrial_products_and_services,Flowmeter (includes gas and liquid)
6_industrial_products_and_services,Toiletry paper products
6_industrial_products_and_services,Aluminum oxide
6_industrial_products_and_services,"Vehicular power transmission components, for tracked and wheeled vehicles, military configuration"
6_industrial_products_and_services,"Levels, bench, carpenter and machinist"
6_industrial_products_and_services,Structural shapes
6_industrial_products_and_services,"Fittings, chain, cable marine"
6_industrial_products_and_services,Meteorological instruments and apparatus
6_industrial_products_and_services,Medical equipment surgical/diagnostic and accessories - repair and overhaul
6_industrial_products_and_services,"Poles, line construction"
6_industrial_products_and_services,"Cable, cord, and wire assemblies, communication equipment - installation"
6_industrial_products_and_services,"Cabinets, storage"
6_industrial_products_and_services,Air purification equipment
6_industrial_products_and_services,"Controls, pressure/temperature, recording - repair and overhaul"
6_industrial_products_and_services,Chemical analysis instruments
6_industrial_products_and_services,Reels and spools
6_industrial_products_and_services,Electric arc welding equipment
6_industrial_products_and_services,Bars and rods
6_industrial_products_and_services,Circuit breakers
6_industrial_products_and_services,"Tiles, bricks and blocks"
6_industrial_products_and_services,Lumber
6_industrial_products_and_services,Photocopying machines and accessories - repair
6_industrial_products_and_services,"Furniture, office-refinishing and repair"
6_industrial_products_and_services,"Fibre rope, cordage and twine"
6_industrial_products_and_services,"Cabinets, laboratory, desiccating, vacuum (excludes desiccators)"
6_industrial_products_and_services,"Clothing, special purpose - repair"
6_industrial_products_and_services,"Cord, fibrous"
6_industrial_products_and_services,"Instruments, measuring"
6_industrial_products_and_services,Embossing machines
6_industrial_products_and_services,"Air conditioning equipment, industrial"
6_industrial_products_and_services,"Seats, aircraft ejection"
6_industrial_products_and_services,"Manikins anatomical/physiology, medical training aid"
6_industrial_products_and_services,Sealing compound
6_industrial_products_and_services,"Footwear, men's"
6_industrial_products_and_services,Gymnasium equipment
6_industrial_products_and_services,Floats - marine
6_industrial_products_and_services,Aluminum sheet
6_industrial_products_and_services,Automatic data processing supplies - installation
6_industrial_products_and_services,Automatic data processing supplies - maintenance
6_industrial_products_and_services,Gage (measuring tool)
6_industrial_products_and_services,"Doors, wood"
6_industrial_products_and_services,"Batteries, primary - repair"
6_industrial_products_and_services,Textile fabrics
6_industrial_products_and_services,Fencing
6_industrial_products_and_services,Metal screening
6_industrial_products_and_services,Sodium
6_industrial_products_and_services,"Cabinets, security, bulk storage, spec ssc/ses 110,dss qpl"
6_industrial_products_and_services,Urea
6_industrial_products_and_services,Training aids - repair
6_industrial_products_and_services,"Mats, slush - rental"
6_industrial_products_and_services,Optical components
6_industrial_products_and_services,Miscellaneous communications equipment - production design
6_industrial_products_and_services,"Brooms, brushes, mops and sponges"
6_industrial_products_and_services,Fiber optic kits and sets
6_industrial_products_and_services,Coils and transformers
6_industrial_products_and_services,"Optical instruments, test equipment, components and accessories - repair and overhaul"
6_industrial_products_and_services,"Detectors, hazard, radiation"
6_industrial_products_and_services,"Fittings, hose, pipe and tube (except aircraft)"
6_industrial_products_and_services,O-ring
6_industrial_products_and_services,"Underwear and nightwear, men's"
6_industrial_products_and_services,"Tarpaulin, canvas and protective covers, reinforced fabrics"
6_industrial_products_and_services,"Generator set, diesel engine"
6_industrial_products_and_services,"Tube, metallic and nonmetallic (except special purpose)"
6_industrial_products_and_services,Multiplexers
6_industrial_products_and_services,"Generator set, gasoline engine"
6_industrial_products_and_services,Safety and rescue equipment - installation
6_industrial_products_and_services,Specialized metal container manufacturing machinery and related equipment
6_industrial_products_and_services,Miscellaneous special industry machinery
6_industrial_products_and_services,"Locks, security, correctional services only"
6_industrial_products_and_services,"Right-of-way construction and maintenance equipment, railroad"
6_industrial_products_and_services,"Lumber, hardwood"
6_industrial_products_and_services,"Fuses, arresters, absorbers, and protectors"
6_industrial_products_and_services,Fastening devices - repair
6_industrial_products_and_services,"Condensing units, refrigerating (industrial)"
6_industrial_products_and_services,"Bars and rods, nonferrous base metal"
6_industrial_products_and_services,Hydraulic fluid
6_industrial_products_and_services,"Gas, propane"
6_industrial_products_and_services,"Hand tools, power-driven - repair"
6_industrial_products_and_services,Concrete
6_industrial_products_and_services,"Bead breakers, tire"
6_industrial_products_and_services,Construction of health buildings
6_industrial_products_and_services,Lubricant and lubricating oil
6_industrial_products_and_services,"Deicing and defrosting fluid, aircraft surfaces"
6_industrial_products_and_services,"Electric wire, and power and distribution equipment"
6_industrial_products_and_services,Filters compressed air
6_industrial_products_and_services,"Mattress, bed, foam (79/02)"
6_industrial_products_and_services,"Filter, air (industrial)"
6_industrial_products_and_services,Petroleum production and distribution equipment
6_industrial_products_and_services,Roofing and siding materials
6_industrial_products_and_services,"Sawing machines, table, band and radial arm (woodworking)"
6_industrial_products_and_services,Hospital care services
6_industrial_products_and_services,Metal bar (steel)
6_industrial_products_and_services,"Television systems, cctv"
6_industrial_products_and_services,"Disks and stones, abrasive"
6_industrial_products_and_services,Jackets/trousers/coveralls/slacks/shorts
6_industrial_products_and_services,Health and safety consultation and training
6_industrial_products_and_services,Anti-pollution oil booms
6_industrial_products_and_services,"Machinery, ice making (industrial)"
6_industrial_products_and_services,"Fittings, hose"
6_industrial_products_and_services,"Miscellaneous waxes, oils and fats"
6_industrial_products_and_services,Electrical insulators and insulating materials
6_industrial_products_and_services,Personnel stairway evacuation (chair)
6_industrial_products_and_services,"Gas welding, heat cutting, and metalizing equipment"
6_industrial_products_and_services,"Engine cooling system components, non-aircraft"
6_industrial_products_and_services,"Indicator, wind direction and speed"
6_industrial_products_and_services,Cleaning and polishing compound
6_industrial_products_and_services,Wrapping and packaging machinery
6_industrial_products_and_services,Marine hardware and hull items (small craft)
6_industrial_products_and_services,"Taps, dies and collets, hand and machine"
6_industrial_products_and_services,"Structures, prefabricated, miscellaneous"
6_industrial_products_and_services,Towel
6_industrial_products_and_services,"Nuts, all types and materials (except aircraft)"
6_industrial_products_and_services,"Laboratory equipment, special (n.e.s.)"
6_industrial_products_and_services,Industrial assembly machines
6_industrial_products_and_services,Hatches
6_industrial_products_and_services,"Gage, precision"
6_industrial_products_and_services,"Gage, rain (precipitation)"
6_industrial_products_and_services,"Plywood, softwood"
6_industrial_products_and_services,"Mats, gymnasium"
6_industrial_products_and_services,Miscellaneous communications equipment - leasing
6_industrial_products_and_services,Miscellaneous printed matter
6_industrial_products_and_services,Aircraft (military) miscellaneous communications equipment - installation
6_industrial_products_and_services,"Connectors, electrical, commercial"
6_industrial_products_and_services,Truck and tractor attachments - repair
6_industrial_products_and_services,"Special tools automotive, gasoline and diesel"
6_industrial_products_and_services,Shoptools and equipment - general
6_industrial_products_and_services,Conveyors
6_industrial_products_and_services,Electronic instruments and recorders
6_industrial_products_and_services,"Wallboard, building paper and thermal insulation materials"
6_industrial_products_and_services,Resistors
6_industrial_products_and_services,Packing and gasket material - repair
6_industrial_products_and_services,"Boxes, cartons and crates - repair"
6_industrial_products_and_services,"Chain, anchor and mooring"
6_industrial_products_and_services,Lens optical (all types)
6_industrial_products_and_services,Degreasers
6_industrial_products_and_services,"Valve, relief, safety, non-powered"
6_industrial_products_and_services,Small arms and accessories (military) - repair & overhaul
6_industrial_products_and_services,"Valves, hydraulic - repair"
6_industrial_products_and_services,"Cap (except clothing, special purpose)"
6_industrial_products_and_services,Oscillators and piezoelectric crystals
6_industrial_products_and_services,"Bags and cases, photographic"
6_industrial_products_and_services,Extinguisher agents
6_industrial_products_and_services,Sodium chloride (salt) can/cgsb-15.9-92
6_industrial_products_and_services,"Transformers, distribution and power station - repair"
6_industrial_products_and_services,Signs and identification plates - repair
6_industrial_products_and_services,"Materials handling equipment, miscellaneous - repair"
6_industrial_products_and_services,"Box, plastic"
6_industrial_products_and_services,"Machine, bending, hand, brakes"
6_industrial_products_and_services,Protein dna/rna sequencers
6_industrial_products_and_services,"Dental instruments, equipment and supplies (n.e.s.)"
6_industrial_products_and_services,"Buildings, prefabricated, modular or sectional"
6_industrial_products_and_services,"Electrical and electronic properties, measuring and testing instruments - installation"
6_industrial_products_and_services,Urea (anti-icing chemical)
6_industrial_products_and_services,Combination and miscellaneous instruments
6_industrial_products_and_services,Lathes (metal working)
6_industrial_products_and_services,"Ventilators, infants and adults"
6_industrial_products_and_services,Analyzers
6_industrial_products_and_services,"Modulators and demodulators, test"
6_industrial_products_and_services,Inorganic and organic chemicals
6_industrial_products_and_services,Water fountains
6_industrial_products_and_services,Système de chauffage et climatisation
6_industrial_products_and_services,Cameras and antennas
6_industrial_products_and_services,Camera repair services
6_industrial_products_and_services,Repair of exhibition equipment
6_industrial_products_and_services,Sound equipment
6_industrial_products_and_services,Telecommunication services
6_industrial_products_and_services,1249 other equipment and parts
6_industrial_products_and_services,Other fabricated materiel not elsewhere specified
6_industrial_products_and_services,Chemicals & related products
6_industrial_products_and_services,"R&m measuring, control, laboratory, medical institution"
6_industrial_products_and_services,Creation and manufacture of backpacks for activities
6_industrial_products_and_services,Special industrial machinery
6_industrial_products_and_services,Measuring and control and optical equip.
6_industrial_products_and_services,Safety and sanitation equipment and part
6_industrial_products_and_services,Adhesives
6_industrial_products_and_services,Aluminum
6_industrial_products_and_services,"Analyzers, spectrum"
6_industrial_products_and_services,Bolts
6_industrial_products_and_services,"Bolts, all types and materials (except aircraft)"
6_industrial_products_and_services,"Bushings, rings, shims and spacers"
6_industrial_products_and_services,"Cable, anchor and chain"
6_industrial_products_and_services,Cables for switch boxes
6_industrial_products_and_services,"Carbon dioxide, technical (dry ice)"
6_industrial_products_and_services,"Chemical/biological studies and analyses, military"
6_industrial_products_and_services,"Chemicals, swimming pool"
6_industrial_products_and_services,Clothing alterations and repairs
6_industrial_products_and_services,"Coil, flat and wire springs"
6_industrial_products_and_services,"Converters, electrical, rotating"
6_industrial_products_and_services,Dishwashing compound
6_industrial_products_and_services,"Drafting, surveying and mapping instruments"
6_industrial_products_and_services,Electron tubes and associated hardware
6_industrial_products_and_services,Fastening devices
6_industrial_products_and_services,Fertilizers
6_industrial_products_and_services,"Fittings, pipe, cast iron and steel (underground use)"
6_industrial_products_and_services,"Frame, picture"
6_industrial_products_and_services,Fuses and primers
6_industrial_products_and_services,"Galley equipment, except aircraft - repair"
6_industrial_products_and_services,"Gas burning equipment, propane - repair and overhaul"
6_industrial_products_and_services,"Gas generating and dispensing systems, fixed or mobile"
6_industrial_products_and_services,"Gas, natural, compressed"
6_industrial_products_and_services,"Gears, pulleys, sprockets and transmission chain"
6_industrial_products_and_services,"Generators and generator sets, electrical - repair"
6_industrial_products_and_services,Hoists - repair and overhaul
6_industrial_products_and_services,Hose assemblies
6_industrial_products_and_services,"Hose, hydraulic and pneumatic, high pressure"
6_industrial_products_and_services,Ionization source for mass spectrometers
6_industrial_products_and_services,"Jacks, hydraulic, lifting"
6_industrial_products_and_services,Laboratory equipment
6_industrial_products_and_services,Laboratory robotics
6_industrial_products_and_services,Machining centres and way-type machines
6_industrial_products_and_services,Metal bars / sheets / shapes
6_industrial_products_and_services,Meteorological instruments and apparatus - repair and overhaul
6_industrial_products_and_services,Mosquito and other insect control
6_industrial_products_and_services,Musical instrument parts and accessories
6_industrial_products_and_services,"Nails, keys and pins"
6_industrial_products_and_services,Pesticides and insecticides support services
6_industrial_products_and_services,Physical properties testing and inspection equipment - repair and overhaul
6_industrial_products_and_services,Physical properties testing equipment
6_industrial_products_and_services,"Pressure vessels, compressed air"
6_industrial_products_and_services,Pulp and paper industries machinery
6_industrial_products_and_services,Punching and shearing machines
6_industrial_products_and_services,"Rock, stone crushing services"
6_industrial_products_and_services,"Service and trade equipment, miscellaneous - repair"
6_industrial_products_and_services,"Skin and hand creams, lotions and foams; silicone based"
6_industrial_products_and_services,Spectrometer
6_industrial_products_and_services,"Spectrometer, energy dispersive (edx)"
6_industrial_products_and_services,Surveying equipment or instruments
6_industrial_products_and_services,Test kits
6_industrial_products_and_services,Thermovision and thermographic equipment
6_industrial_products_and_services,"X-ray apparatus (except medical, dental and veterinary)"
7_travel,0261 - nonpublic servant core mandate
7_travel,0261 - hotel services
7_travel,0261 -hotel services
7_travel,Ps travel - other reasons
7_travel,Non-public servant travel-other reasons
7_travel,Nps travel-core mandate supp.
7_travel,Non-public servant travel—support core mandate activities
7_travel,Public servant travel - operational activities
7_travel,Public servant travel - key stakeholders
7_travel,Public servant travel - support core mandate
7_travel,Non-public servant travel - support core mandate
7_travel,Public servant travel-support core mandate activities
7_travel,Employee relocation outside canada and/or return
7_travel,Non-public servant travel-stakeholder engagement
7_travel,Public servant travel¿support core mandate activities
7_travel,Public servant travel-employee training
7_travel,Public servant travel—support core mandate
7_travel,Non-public servant travel-support core mandate activities
7_travel,Non-public servant travel-support employee training
7_travel,Non-public servant travel-support core mandate act
7_travel,Employee relocation in canada
7_travel,Public servant travel-other reasons
7_travel,Non-public servant travel - support core mandate activities
7_travel,Public servant travel-stakeholder engagement
7_travel,Non-public servant travel—support core mandate
7_travel,Public servant travel—stakeholder engagement
7_travel,Non-public servant travel - stakeholder engagement
7_travel,Non-public servant trav-support employee training
7_travel,Non-public servant travel: charter flight fees
7_travel,Non-public servant travel - operational activities
7_travel,Public servant travel - training
7_travel,Public servant travel - support core mandate activities
7_travel,"Travel for national meetings, workshops and conferences attended primarily by transport canada participants"
7_travel,Non-public servant travel - operational
7_travel,Public servant travel support core mandate activities
7_travel,Non-public servant travel - core mandate
7_travel,Air charter - public servant travel
7_travel,Non-public servant travel - other reasons
7_travel,"Travel expenditures of non-public servants which support the departments' operational activities, legislative or legal requirements."
7_travel,0262 non-public servant travel - stakeholder engagement
7_travel,Public servant travel - stakeholder engagement
7_travel,Business continuity management
7_travel,Public servant travel-other travel
7_travel,Non-public servant travel - support employee training
7_travel,Non-public servant travel - operationalâ activities
7_travel,Public servant travel - other travel
7_travel,Non-public servant travel - other travel
7_travel,0251 public servant travel - support core mandate activities
7_travel,Public servant travel - other reasons
7_travel,Non-public servant travel-operational activities
7_travel,Non-public servant travel
7_travel,Charter flights from iqaluit to cambridge bay
7_travel,0261 - nonpublic servant-operational
7_travel,Non-public servant travel - internal governance
7_travel,0263 - voyage public servant governance
7_travel,Non-public servant travel - key stakeholders
7_travel,Non-public servant travel - training
7_travel,Non-public servant travel-support core mandate a
7_travel,Nonpublicservant travel-support core mandate activ
8_security_and_protection,Ammunition
8_security_and_protection,0460 - protection services
8_security_and_protection,Security guard services
8_security_and_protection,Commissionaire services montreal
8_security_and_protection,Commissionaire services fredericton
8_security_and_protection,Commissionaire services halifax
8_security_and_protection,Commissionaire services quebec
8_security_and_protection,"Commissionaire services st john's, nl"
8_security_and_protection,Commissionaire services ottawa
8_security_and_protection,Commissionaire services vancouver
8_security_and_protection,Commissionaire services calgary
8_security_and_protection,Commissionaire services edmonton
8_security_and_protection,Commissionaire services winnipeg
8_security_and_protection,Commissionaire services ottawa - des
8_security_and_protection,Commissionaire services toronto
8_security_and_protection,Commissionaire services ottawa - kent
8_security_and_protection,Munitions and ammunition
8_security_and_protection,Commissionaire services-ottawa-kent location
8_security_and_protection,Commissionaire services-ottawa-sparks location
8_security_and_protection,Commissionaire services-ottawa-des
8_security_and_protection,Commissionaire services-toronto location
8_security_and_protection,"Explosives, fireworks, and pyrotechnic products, etc."
8_security_and_protection,Commissionaire services - hamilton - escort duty
8_security_and_protection,Amendment 01 for increase to call-up for commissionaire services - ncr - escort duties 2018-03-02
8_security_and_protection,0460 – protection services
8_security_and_protection,Commissionaires services
8_security_and_protection,"Protection services wabush, nl"
8_security_and_protection,"Protection services - st. Anthony, nl"
8_security_and_protection,Commissionaire services - 90 sparks - escort duty
8_security_and_protection,Commissionaire services - 200 kent - escort duty
8_security_and_protection,Security threat identification and monitoring
8_security_and_protection,Commissionaire services - st. John's annual
8_security_and_protection,Commissionaire services - 90 sparks annual
8_security_and_protection,Commissionaire services - montreal annual
8_security_and_protection,Commissionaire services - qubec annual
8_security_and_protection,Commissionaire services - fredericton annual
8_security_and_protection,Commissionaire services - halifax annual
8_security_and_protection,Commissionaire services - 200 kent annual
8_security_and_protection,Commissionaire services - 90 sparks + 1 annual
8_security_and_protection,Commissionaire services - toronto annual
8_security_and_protection,Commissionaire services - hamilton annual
8_security_and_protection,Commissionaire services - vancouver annual
8_security_and_protection,Commissionaire services - calgary annual
8_security_and_protection,Commissionaire services - edmonton annual
8_security_and_protection,Commissionaire services - winnipeg annual
8_security_and_protection,Commissionaire services - western region
8_security_and_protection,Commissionaire services - eastern region
8_security_and_protection,Commissionaire services - central region
8_security_and_protection,Commissionaire services - escort - ncr
8_security_and_protection,Courtroom ballistics
8_security_and_protection,Commissionaire services - ottawa location #2 annual
8_security_and_protection,Commissionaires services - regina
8_security_and_protection,Commissionaire services - ottawa
8_security_and_protection,Commissionaire services - ottawa location #1 annual
8_security_and_protection,Commissionaire services - gatineau
8_security_and_protection,Commissionaires services - ncr
8_security_and_protection,Security escort services - qc
8_security_and_protection,Security escort services - ncr
8_security_and_protection,Stairwell strikes replacement
8_security_and_protection,Security services
8_security_and_protection,Specialized ammunition handling and servicing equipment - rental
9_human_capital,"Education - elementary, secondary, college, university and special"
9_human_capital,Teachers and instructors on contract
9_human_capital,Education—non-public servants
9_human_capital,Training consultants (specify)
9_human_capital,Electronic subscriptions and electronic publications expenses for electronic subscriptions and electronic publications including the electronic media monitoring program.
9_human_capital,Training consultants - individual english coaching services
9_human_capital,Membership fees
9_human_capital,Other supplementary personnel costs
9_human_capital,Tuition fees for courses where employees take training on their own time
9_human_capital,Tuition fees and costs of attending courses includ
9_human_capital,Tuition fees and costs of attending courses including seminars
9_human_capital,Tuition fees and costs of attending courses not elsewhere specified
9_human_capital,Pre-retirement courses
9_human_capital,Human resources management services
9_human_capital,0361 - electronic subscriptions
9_human_capital,"Training consultants services acquired from training consultants, including teachers and instructors on a contract basis by government training institutions for public servants."
9_human_capital,Tuition fees and costs of attending courses including seminars not elsewhere specified (specify)
9_human_capital,Communications - electronic subscriptions and electronic publications
9_human_capital,"Education - elementary, secondary, college, university and special education"
9_human_capital,Human resources management services - organization_x000d_ & classification services
9_human_capital,"Human resources management services - professional, administrative and management support services"
9_human_capital,Training consultants - lean training
9_human_capital,Human resources management services - executive head hunting services
9_human_capital,Tuition fees and costs of attending courses included
9_human_capital,Spa payment made according to authority
9_human_capital,Communications - web services subscriptions
9_human_capital,Payments made in accordance with authorities
9_human_capital,Tuition fees & costs of attending courses/seminars
9_human_capital,"Tuition fees and costs of attending courses, including seminars not elsewhere specified"
9_human_capital,Electronic subscriptions
9_human_capital,0448 purchased trng packages
9_human_capital,0445 tuition fes trng-own time
9_human_capital,Hr coaching services
9_human_capital,Training services for asp.net mvc angular js and bootstrap
9_human_capital,Second language training
9_human_capital,0447 - language training
9_human_capital,Tuition fees and costs of courses/seminars
9_human_capital,Achats de programmes de formation et cours
9_human_capital,Services de gestion des ressources humaines - services de rédaction de descriptions de travail
9_human_capital,Services de gestion des ressources humaines - programme de prévention des risques
9_human_capital,Services de gestion des ressources humaines - service de rédaction de descriptions de travail
9_human_capital,"Frais d’enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs - formation linguistique individuelle en français (temps complet)"
9_human_capital,"Frais d’enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs - formation linguistique individuelle en français (temps partiel)"
9_human_capital,"Frais d’enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs - formation linguistique individuelle en anglais (temps complet)"
9_human_capital,Tuition fees and costs of attending courses
9_human_capital,Retirement training workshops
9_human_capital,Web services subscriptions
9_human_capital,0447 tuition fees-other
9_human_capital,0361 - electronic subscription
9_human_capital,"Language training - j. Wilson, s. Fisher, ka smith"
9_human_capital,Leadership development course
9_human_capital,Language training - christine brock
9_human_capital,Language training - part-time group and individual
9_human_capital,French language training
9_human_capital,Civilian-foreign service allowance
9_human_capital,Human resources management services - work description
9_human_capital,Training consultants - training on financial and project management
9_human_capital,Training consultants - behavioural science training
9_human_capital,Tuition fees and costs of attending curses including seminars not elsewhere specified
9_human_capital,Civilian regular time-continuing employment
